# 2024/03/09 - 07:21 | PDB: 10.24 | UniProt: 2024.02
PDB,CHAIN,ACCESSION,EC_NUMBER
6ypc,W,Q2V2P8,?
6ypd,A,P00811,3.5.2.6
6ype,A,Q15818,?
6ype,B,Q15818,?
6ypf,A,M4I1C6,3.6.1.68
6ypg,A,P68400,2.7.11.1
6yph,A,P68400,2.7.11.1
6yph,B,P68400,2.7.11.1
6ypj,A,P68400,2.7.11.1
6ypk,A,P68400,2.7.11.1
6ypl,A,P31947,?
6ypl,P,Q04206,?
6ypn,B,P68400,2.7.11.1
6ypo,A,P49077,2.1.3.2
6ypo,B,P49077,2.1.3.2
6ypp,A,P25321,2.7.11.11
6ypp,B,P63248,?
6ypq,A,P50032,?
6ypq,B,P50033,?
6ypr,AAA,Q9BX68,3.9.1.-
6yps,A,P25321,2.7.11.11
6ypt,A,P10358,2.1.1.-
6ypt,A,P10358,2.7.7.48
6ypt,A,P10358,3.4.19.12
6ypt,A,P10358,3.4.22.-
6ypt,A,P10358,3.6.4.-
6ypt,B,P0CG48,?
6ypt,C,P10358,2.1.1.-
6ypt,C,P10358,2.7.7.48
6ypt,C,P10358,3.4.19.12
6ypt,C,P10358,3.4.22.-
6ypt,C,P10358,3.6.4.-
6ypt,D,P0CG48,?
6ypu,c,D0CC74,?
6ypu,e,D0CD21,?
6ypu,f,D0CD14,?
6ypu,g,D0C5Z0,?
6ypu,i,D0CD11,?
6ypu,l,D0CD20,?
6ypu,m,D0C9P6,?
6ypu,p,D0CAU9,?
6ypu,q,D0CCR5,?
6ypu,r,D0CD06,?
6ypu,s,D0C5Y9,?
6ypu,u,D0C7N1,?
6ypu,v,D0C5Q3,?
6ypv,A,P05050,1.14.11.33
6ypw,A,P00918,4.2.1.1
6ypw,A,P00918,4.2.1.69
6ypx,AAA,Q9BX68,3.9.1.-
6ypx,BBB,Q9BX68,3.9.1.-
6ypx,CCC,Q9BX68,3.9.1.-
6ypx,DDD,Q9BX68,3.9.1.-
6ypy,A,P31947,?
6ypy,P,Q04206,?
6ypz,AAA,A0A2S6PN47,?
6ypz,BBB,A0A2S6PN47,?
6yq0,AAA,A0A2S6PN47,?
6yq0,BBB,A0A2S6PN47,?
6yq1,A,Q05397,2.7.10.2
6yq1,B,Q05397,2.7.10.2
6yq1,C,Q05397,2.7.10.2
6yq1,D,Q05397,2.7.10.2
6yq2,A,P31947,?
6yq2,P,Q04206,?
6yq3,AAA,A0A2S6PN47,?
6yq3,BBB,A0A2S6PN47,?
6yq4,A,Q8RFS1,?
6yq4,B,Q8RFS1,?
6yq4,C,Q8RFS1,?
6yq5,A,O48449,?
6yq5,B,O48449,?
6yq5,C,O48449,?
6yq5,D,O48449,?
6yq5,E,O48449,?
6yq5,F,O48449,?
6yq5,G,O48449,?
6yq5,H,O48449,?
6yq5,I,O48449,?
6yq5,J,O48449,?
6yq5,K,O48449,?
6yq5,L,O48449,?
6yq6,AAA,A0A2S6PN47,?
6yq6,BBB,A0A2S6PN47,?
6yq7,A,P0C1B3,3.2.1.1
6yq7,B,P0C1B3,3.2.1.1
6yq8,A,P50032,?
6yq8,B,P50033,?
6yq9,AAA,A0A1S9DH83,3.2.1.1
6yq9,BBB,A0A1S9DH83,3.2.1.1
6yqa,AAA,A0A1S9DH83,3.2.1.1
6yqa,BBB,A0A1S9DH83,3.2.1.1
6yqb,AAA,A0A1S9DH83,3.2.1.1
6yqb,BBB,A0A1S9DH83,3.2.1.1
6yqc,AAA,A0A1S9DH83,3.2.1.1
6yqc,BBB,A0A1S9DH83,3.2.1.1
6yqd,AAA,Q9BX68,3.9.1.-
6yqd,BBB,Q9BX68,3.9.1.-
6yqf,A,Q6PIF2,?
6yqf,B,Q6PIF2,?
6yqf,C,Q9BXU0,?
6yqf,D,Q9BXU0,?
6yqg,A,P50032,?
6yqg,B,P50033,?
6yqh,AAA,Q8AAW3,?
6yqi,A,P25321,2.7.11.11
6yqi,B,P63248,?
6yqj,A,P25321,2.7.11.11
6yqj,B,P63248,?
6yqk,A,P25321,2.7.11.11
6yqk,B,P63248,?
6yqm,AAA,P49773,3.4.22.-
6yqm,AAA,P49773,3.9.1.-
6yqm,BBB,P49773,3.4.22.-
6yqm,BBB,P49773,3.9.1.-
6yqn,A,O60885,?
6yqo,A,O60885,?
6yqp,A,O60885,?
6yqq,A,A0A5S9CYM0,?
6yqr,AAA,Q9H8M2,?
6yqs,AAA,Q9H8M2,?
6yqt,A,P00918,4.2.1.1
6yqt,A,P00918,4.2.1.69
6yqu,A,P00918,4.2.1.1
6yqu,A,P00918,4.2.1.69
6yqv,H,P00734,3.4.21.5
6yqv,I,P09945,?
6yqv,L,P00734,3.4.21.5
6yqw,A,Q9H8M2,?
6yqz,A,O60885,?
6yr1,AAA,P0ACT4,?
6yr2,AAA,P0ACT4,?
6yr2,BBB,P0ACT4,?
6yr3,A,Q9HKI3,2.2.1.2
6yr3,B,Q9HKI3,2.2.1.2
6yr3,C,Q9HKI3,2.2.1.2
6yr3,D,Q9HKI3,2.2.1.2
6yr3,E,Q9HKI3,2.2.1.2
6yr4,A,A0A1H2DDB9,?
6yr4,B,A0A1H2DDB9,?
6yr4,C,A0A1H2DDB9,?
6yr4,D,A0A1H2DDB9,?
6yr4,E,A0A1H2DDB9,?
6yr4,F,A0A1H2DDB9,?
6yr5,A,P31947,?
6yr5,B,P31947,?
6yr5,C,P31947,?
6yr5,D,P31947,?
6yr5,O,O15151,?
6yr5,P,O15151,?
6yr5,Q,O15151,?
6yr5,R,O15151,?
6yr6,A,P31947,?
6yr6,B,Q00987,2.3.2.27
6yr6,C,P31947,?
6yr6,D,Q00987,2.3.2.27
6yr6,E,P31947,?
6yr6,F,Q00987,2.3.2.27
6yr6,G,P31947,?
6yr6,H,Q00987,2.3.2.27
6yr7,A,P31947,?
6yr7,B,P31947,?
6yr7,C,O15151,?
6yr7,Q,O15151,?
6yr8,A,P01116,3.6.5.2
6yr9,A,Q05397,2.7.10.2
6yr9,B,Q05397,2.7.10.2
6yr9,C,Q05397,2.7.10.2
6yr9,D,Q05397,2.7.10.2
6yra,A,A0A2W0EVE0,3.5.2.-
6yra,B,A0A2W0FH34,3.5.2.-
6yra,C,A0A2W0EVE0,3.5.2.-
6yra,D,A0A2W0FH34,3.5.2.-
6yrb,A,Q9E006,?
6yrb,B,Q9E006,?
6yrc,A,A0A1H2DDB9,?
6yrc,B,A0A1H2DDB9,?
6yrc,C,A0A1H2DDB9,?
6yrc,D,A0A1H2DDB9,?
6yrc,E,A0A1H2DDB9,?
6yrc,F,A0A1H2DDB9,?
6yrd,A,A0A1H2DDB9,?
6yrd,B,A0A1H2DDB9,?
6yrd,C,A0A1H2DDB9,?
6yrd,D,A0A1H2DDB9,?
6yrd,E,A0A1H2DDB9,?
6yrd,F,A0A1H2DDB9,?
6yre,A,Q9HKI3,2.2.1.2
6yre,B,Q9HKI3,2.2.1.2
6yre,C,Q9HKI3,2.2.1.2
6yre,D,Q9HKI3,2.2.1.2
6yre,E,Q9HKI3,2.2.1.2
6yrf,A,A0A290WPI2,?
6yrf,B,A0A290WPI2,?
6yrf,C,A0A290WPI2,?
6yrf,D,A0A290WPI2,?
6yrg,A,A0A290WPI2,?
6yrg,B,A0A290WPI2,?
6yrg,C,A0A290WPI2,?
6yrg,D,A0A290WPI2,?
6yrh,A,Q9HKI3,2.2.1.2
6yrh,B,Q9HKI3,2.2.1.2
6yrh,C,Q9HKI3,2.2.1.2
6yrh,D,Q9HKI3,2.2.1.2
6yrh,E,Q9HKI3,2.2.1.2
6yri,A,P00918,4.2.1.1
6yri,A,P00918,4.2.1.69
6yrj,A,A0A1H2DDB9,?
6yrj,B,A0A1H2DDB9,?
6yrj,C,A0A1H2DDB9,?
6yrj,D,A0A1H2DDB9,?
6yrj,E,A0A1H2DDB9,?
6yrj,F,A0A1H2DDB9,?
6yrk,A,P22747,?
6yrk,B,P20796,?
6yrl,A,A9CQL4,?
6yrl,B,A9CQL4,?
6yrl,C,A9CQL4,?
6yrl,D,A9CQL4,?
6yrm,A,Q9HKI3,2.2.1.2
6yrm,B,Q9HKI3,2.2.1.2
6yrm,C,Q9HKI3,2.2.1.2
6yrm,D,Q9HKI3,2.2.1.2
6yrm,E,Q9HKI3,2.2.1.2
6yrn,A,A9CQL4,?
6yrn,B,A9CQL4,?
6yrn,C,A9CQL4,?
6yrn,D,A9CQL4,?
6yrn,E,A9CQL4,?
6yrn,F,A9CQL4,?
6yrn,G,A9CQL4,?
6yrn,H,A9CQL4,?
6yro,A,G5DSS1,?
6yro,B,G5DSS1,?
6yro,C,G5DSS1,?
6yro,D,G5DSS1,?
6yro,E,G5DSS1,?
6yrp,A,B8QIQ9,?
6yrq,A,Q9E006,?
6yrq,B,Q9E006,?
6yrq,C,Q9E006,?
6yrq,D,Q9E006,?
6yrr,A,A0A1Q9NL85,?
6yrt,A,Q9HKI3,2.2.1.2
6yrt,B,Q9HKI3,2.2.1.2
6yrt,C,Q9HKI3,2.2.1.2
6yrt,D,Q9HKI3,2.2.1.2
6yrt,E,Q9HKI3,2.2.1.2
6yru,AAA,A0A248QE08,4.1.1.106
6yrv,AAA,A0A248QE08,4.1.1.106
6yrw,A,Q5M0B4,2.1.2.1
6yrw,B,Q5M0B4,2.1.2.1
6yrw,C,Q5M0B4,2.1.2.1
6yrw,D,Q5M0B4,2.1.2.1
6yrx,AAA,A0A248QE08,4.1.1.106
6yry,A,P28720,2.4.2.29
6yrz,AAA,A0A248QE08,4.1.1.106
6ys0,A,Q9HKI3,2.2.1.2
6ys0,B,Q9HKI3,2.2.1.2
6ys0,C,Q9HKI3,2.2.1.2
6ys0,D,Q9HKI3,2.2.1.2
6ys0,E,Q9HKI3,2.2.1.2
6ys1,AAA,A0A248QE08,4.1.1.106
6ys2,AAA,A0A248QE08,4.1.1.106
6ys3,0,P0A7M2,?
6ys3,1,P0A7M6,?
6ys3,2,P0AG51,?
6ys3,3,P0A7N4,?
6ys3,4,P0A7N9,?
6ys3,6,P0A7P5,?
6ys3,7,P0A7Q1,?
6ys3,8,P0A7Q6,?
6ys3,c,P60422,?
6ys3,d,P60438,?
6ys3,e,P60723,?
6ys3,f,P62399,?
6ys3,g,P0AG55,?
6ys3,h,P0A7R1,?
6ys3,j,P0AA10,?
6ys3,k,P0ADY3,?
6ys3,l,P02413,?
6ys3,m,P0ADY7,?
6ys3,n,P0AG44,?
6ys3,o,P0ADY7,?
6ys3,p,P0A7K6,?
6ys3,q,P0A7L3,?
6ys3,r,P0AG48,?
6ys3,s,P61175,?
6ys3,t,P0ADZ0,?
6ys3,u,P60624,?
6ys3,w,P68919,?
6ys3,y,P0A7L8,?
6ys3,z,P02526,?
6ys4,A,Q6UVJ0,?
6ys4,B,Q6UVJ0,?
6ys4,C,Q6UVJ0,?
6ys4,D,Q6UVJ0,?
6ys4,E,Q6UVJ0,?
6ys4,F,Q6UVJ0,?
6ys5,d,D0CD03,?
6ys5,h,D0C9P7,?
6ys5,j,D0CG36,?
6ys5,k,D0CCZ6,?
6ys5,n,D0CD19,?
6ys5,o,D0CD10,?
6ys5,t,D0CD01,?
6ys6,A,P49077,2.1.3.2
6ys6,B,P49077,2.1.3.2
6ys6,C,P49077,2.1.3.2
6ys8,A,Q5EGM3,?
6ys8,B,Q5EGM3,?
6ys8,C,Q5EGM4,?
6ys8,D,Q5EGM4,?
6ys8,E,Q5EGM4,?
6ys8,F,Q5EGM4,?
6ys8,G,Q5EGM4,?
6ys9,A,Q8DM52,6.6.1.1
6ys9,B,Q8DM52,6.6.1.1
6ys9,C,Q8DM52,6.6.1.1
6ys9,D,Q8DM52,6.6.1.1
6ysa,A,Q39044,3.4.22.34
6ysa,B,Q39044,3.4.22.34
6ysa,C,Q39044,3.4.22.34
6ysa,D,Q39044,3.4.22.34
6ysa,E,Q39044,3.4.22.34
6ysa,F,Q39044,3.4.22.34
6ysa,G,Q39044,3.4.22.34
6ysa,H,Q39044,3.4.22.34
6ysa,I,Q39044,3.4.22.34
6ysa,J,Q39044,3.4.22.34
6ysa,K,Q39044,3.4.22.34
6ysa,L,Q39044,3.4.22.34
6ysb,A,A0A5N5GUE7,?
6ysb,B,A0A5N5GUE7,?
6ysc,A,P0DOX5,?
6ysc,B,P0DOX5,?
6yse,A,A9J6U1,?
6ysf,A,A0A1V9IL35,?
6ysf,B,A0A1V9IL35,?
6ysg,A,P73020,6.6.1.1
6ysg,B,P73020,6.6.1.1
6ysh,A,P02545,?
6ysh,A,Q15691,?
6ysh,B,P02545,?
6ysh,B,Q15691,?
6ysi,A,D0CD00,?
6ysi,B,D0CCZ7,?
6ysi,C,D0CCZ8,?
6ysi,D,D0CD09,?
6ysi,E,D0CD12,?
6ysi,F,D0CG35,?
6ysi,G,D0CD07,?
6ysi,H,D0CD16,?
6ysi,I,D0CD04,?
6ysi,J,D0CD23,?
6ysi,K,D0CD13,?
6ysi,L,D0CCR8,?
6ysi,M,D0CA76,?
6ysi,N,D0CDQ6,?
6ysi,O,D0CD02,?
6ysi,P,D0CCZ9,?
6ysi,Q,D0CD08,?
6ysi,R,D0C9L7,?
6ysi,S,D0CDQ7,?
6ysi,T,D0CAL0,?
6ysi,U,D0CD05,?
6ysi,V,D0CD15,?
6ysi,W,D0CBZ8,?
6ysi,X,D0C9K5,?
6ysi,Y,D0CAL1,?
6ysi,Z,D0CG06,?
6ysi,a,D0CA77,?
6ysi,b,D0CD18,?
6ysj,H,P00734,3.4.21.5
6ysj,I,P09945,?
6ysj,L,P00734,3.4.21.5
6ysk,A,Q6P988,3.1.1.98
6ysl,A,P28612,?
6ysl,B,P28612,?
6ysl,C,P28611,?
6ysl,D,P28611,?
6ysl,E,P28611,?
6ysl,F,P28611,?
6ysl,G,P28611,?
6ysn,A,P0AEX9,?
6ysn,A,Q9UL62,?
6ysn,B,P0AEX9,?
6ysn,B,Q9UL62,?
6ysn,C,P0AEX9,?
6ysn,C,Q9UL62,?
6ysn,D,P0AEX9,?
6ysn,D,Q9UL62,?
6yso,A,P04191,7.2.2.10
6yso,B,P04191,7.2.2.10
6ysp,A,P49077,2.1.3.2
6ysp,B,P49077,2.1.3.2
6ysp,C,P49077,2.1.3.2
6ysq,A,P0C0L5,?
6ysq,B,P0C0L5,?
6ysq,C,P0C0L4,?
6ysq,D,P0C0L4,?
6ysq,E,P0C0L5,?
6ysq,F,P0C0L5,?
6ysr,0,P0A7N4,?
6ysr,1,P0A7N9,?
6ysr,2,P0A7P5,?
6ysr,3,P0A7Q1,?
6ysr,4,P0A7Q6,?
6ysr,C,P60422,?
6ysr,D,P60438,?
6ysr,E,P60723,?
6ysr,F,P62399,?
6ysr,G,P0AG55,?
6ysr,H,P0A7R1,?
6ysr,I,P0A7J7,?
6ysr,J,P0AA10,?
6ysr,K,P0ADY3,?
6ysr,L,P02413,?
6ysr,M,P0ADY7,?
6ysr,N,P0AG44,?
6ysr,O,P0C018,?
6ysr,P,P0A7K6,?
6ysr,Q,P0A7L3,?
6ysr,R,P0AG48,?
6ysr,S,P61175,?
6ysr,T,P0ADZ0,?
6ysr,U,P60624,?
6ysr,V,P68919,?
6ysr,W,P0A7L8,?
6ysr,X,P0A7M2,?
6ysr,Y,P0A7M6,?
6ysr,Z,P0AG51,?
6ysr,b,C3TPN2,?
6ysr,c,C3SQX2,?
6ysr,d,C3SR62,?
6ysr,e,C3SR27,?
6ysr,h,C3SR12,?
6ysr,i,C3SRY2,?
6ysr,j,C3SQT7,?
6ysr,k,C3SR57,?
6ysr,l,C3SQR7,?
6ysr,m,C3SR52,?
6ysr,n,C3SR07,?
6ysr,o,C3SSQ7,?
6ysr,p,C3SYP2,?
6ysr,q,C3SQY7,?
6ysr,r,C3SFP7,?
6ysr,s,C3SQW2,?
6ysr,t,C3TRH7,?
6ysr,u,C3STZ7,?
6yss,0,P0A7N4,?
6yss,1,P0A7N9,?
6yss,2,P0A7P5,?
6yss,3,P0A7Q1,?
6yss,4,P0A7Q6,?
6yss,C,P60422,?
6yss,D,P60438,?
6yss,E,P60723,?
6yss,F,P62399,?
6yss,G,P0AG55,?
6yss,H,P0A7R1,?
6yss,I,P0A7J7,?
6yss,J,P0AA10,?
6yss,K,P0ADY3,?
6yss,L,P02413,?
6yss,M,P0ADY7,?
6yss,N,P0AG44,?
6yss,O,P0C018,?
6yss,P,P0A7K6,?
6yss,Q,P0A7L3,?
6yss,R,P0AG48,?
6yss,S,P61175,?
6yss,T,P0ADZ0,?
6yss,U,P60624,?
6yss,V,P68919,?
6yss,W,P0A7L8,?
6yss,X,P0A7M2,?
6yss,Y,P0A7M6,?
6yss,Z,P0AG51,?
6yss,b,C3TPN2,?
6yss,c,C3SQX2,?
6yss,d,C3SR62,?
6yss,e,C3SR27,?
6yss,h,C3SR12,?
6yss,i,C3SRY2,?
6yss,j,C3SQT7,?
6yss,k,C3SR57,?
6yss,m,C3SR52,?
6yss,o,C3SSQ7,?
6yss,p,C3SYP2,?
6yss,q,C3SQY7,?
6yss,r,C3SFP7,?
6yss,s,C3SQW2,?
6yss,t,C3TRH7,?
6yss,u,C3STZ7,?
6yss,v,Q8WSY8,?
6yss,y,A0A024L8R9,3.1.1.29
6yst,0,P0A7N4,?
6yst,1,P0A7N9,?
6yst,2,P0A7P5,?
6yst,3,P0A7Q1,?
6yst,4,P0A7Q6,?
6yst,C,P60422,?
6yst,D,P60438,?
6yst,E,P60723,?
6yst,F,P62399,?
6yst,G,P0AG55,?
6yst,H,P0A7R1,?
6yst,I,P0A7J7,?
6yst,J,P0AA10,?
6yst,K,P0ADY3,?
6yst,L,P02413,?
6yst,M,P0ADY7,?
6yst,N,P0AG44,?
6yst,O,P0C018,?
6yst,P,P0A7K6,?
6yst,Q,P0A7L3,?
6yst,R,P0AG48,?
6yst,S,P61175,?
6yst,T,P0ADZ0,?
6yst,U,P60624,?
6yst,V,P68919,?
6yst,W,P0A7L8,?
6yst,X,A0A0H3ENK5,?
6yst,Y,P0A7M6,?
6yst,Z,P0AG51,?
6yst,b,C3TPN2,?
6yst,c,C3SQX2,?
6yst,d,C3SR62,?
6yst,e,C3SR27,?
6yst,h,C3SR12,?
6yst,i,C3SRY2,?
6yst,j,C3SQT7,?
6yst,k,C3SR57,?
6yst,m,C3SR52,?
6yst,o,C3SSQ7,?
6yst,p,C3SYP2,?
6yst,q,C3SQY7,?
6yst,r,C3SFP7,?
6yst,s,C3SQW2,?
6yst,t,C3TRH7,?
6yst,u,C3STZ7,?
6yst,v,Q8WSY8,?
6yst,y,A0A024L8R9,3.1.1.29
6ysu,0,P0A7N4,?
6ysu,1,P0A7N9,?
6ysu,2,P0A7P5,?
6ysu,3,P0A7Q1,?
6ysu,4,P0A7Q6,?
6ysu,C,P60422,?
6ysu,D,P60438,?
6ysu,E,P60723,?
6ysu,F,P62399,?
6ysu,G,P0AG55,?
6ysu,H,P0A7R1,?
6ysu,I,P0A7J7,?
6ysu,J,P0AA10,?
6ysu,K,P0ADY3,?
6ysu,L,P02413,?
6ysu,M,P0ADY7,?
6ysu,N,P0AG44,?
6ysu,O,P0C018,?
6ysu,P,P0A7K6,?
6ysu,Q,P0A7L3,?
6ysu,R,P0AG48,?
6ysu,S,P61175,?
6ysu,T,P0ADZ0,?
6ysu,U,P60624,?
6ysu,V,P68919,?
6ysu,W,P0A7L8,?
6ysu,X,P0A7M2,?
6ysu,Y,P0A7M6,?
6ysu,Z,P0AG51,?
6ysu,b,C3TPN2,?
6ysu,c,C3SQX2,?
6ysu,d,C3SR62,?
6ysu,e,C3SR27,?
6ysu,h,C3SR12,?
6ysu,i,C3SRY2,?
6ysu,j,C3SQT7,?
6ysu,k,C3SR57,?
6ysu,l,C3SQR7,?
6ysu,m,C3SR52,?
6ysu,n,C3SR07,?
6ysu,o,C3SSQ7,?
6ysu,p,C3SYP2,?
6ysu,q,C3SQY7,?
6ysu,r,C3SFP7,?
6ysu,s,C3SQW2,?
6ysu,t,C3TRH7,?
6ysu,u,C3STZ7,?
6ysu,v,Q8WSY8,?
6ysu,y,A0A024L8R9,3.1.1.29
6ysv,A,P77399,1.1.1.35
6ysv,A,P77399,4.2.1.17
6ysv,A,P77399,5.1.2.3
6ysv,B,P77399,1.1.1.35
6ysv,B,P77399,4.2.1.17
6ysv,B,P77399,5.1.2.3
6ysw,A,P77399,1.1.1.35
6ysw,A,P77399,4.2.1.17
6ysw,A,P77399,5.1.2.3
6ysw,B,P77399,1.1.1.35
6ysw,B,P77399,4.2.1.17
6ysw,B,P77399,5.1.2.3
6ysx,H,P00734,3.4.21.5
6ysx,I,P09945,?
6ysx,L,P00734,3.4.21.5
6ysy,A,Q28641,?
6ysy,B,P02602,?
6ysz,A,P03725,?
6ysz,B,P03725,?
6ysz,C,P03725,?
6ysz,D,P03725,?
6ysz,E,P03725,?
6ysz,F,P03725,?
6yt0,A,P73020,6.6.1.1
6yt0,B,P73020,6.6.1.1
6yt1,A,P9WKE1,2.7.4.9
6yt1,B,P9WKE1,2.7.4.9
6yt2,A,P27338,1.4.3.21
6yt2,A,P27338,1.4.3.4
6yt2,B,P27338,1.4.3.21
6yt2,B,P27338,1.4.3.4
6yt3,A,P84308,?
6yt3,B,P84253,?
6yt4,A,N0DKS8,?
6yt4,B,N0DKS8,?
6yt4,C,N0DKS8,?
6yt4,D,N0DKS8,?
6yt4,E,N0DKS8,?
6yt5,A,P03725,?
6yt5,B,P03725,?
6yt5,C,P03725,?
6yt5,D,P03725,?
6yt5,E,P03725,?
6yt5,F,P03725,?
6yt5,G,P03726,4.2.2.n1
6yt5,H,P03726,4.2.2.n1
6yt5,I,P03726,4.2.2.n1
6yt5,J,P03726,4.2.2.n1
6yt5,K,P03726,4.2.2.n1
6yt5,L,P03726,4.2.2.n1
6yt6,A,Q05397,2.7.10.2
6yt6,B,Q05397,2.7.10.2
6yt7,A,P0DOX5,?
6yt7,B,P01857,?
6yt9,c,D0CC74,?
6yt9,e,D0CD21,?
6yt9,f,D0CD14,?
6yt9,g,D0C5Z0,?
6yt9,i,D0CD11,?
6yt9,l,D0CD20,?
6yt9,m,D0C9P6,?
6yt9,p,D0CAU9,?
6yt9,q,D0CCR5,?
6yt9,r,D0CD06,?
6yt9,s,D0C5Y9,?
6yt9,u,D0C7N1,?
6yt9,v,D0C5Q3,?
6yta,A,P49759,2.7.12.1
6ytb,A,P0DOX5,?
6ytb,B,P0DOX5,?
6ytc,A,Q8A6W3,?
6ytd,A,P49759,2.7.12.1
6yte,C,P49759,2.7.12.1
6ytf,d,D0CD03,?
6ytf,h,D0C9P7,?
6ytf,j,D0CG36,?
6ytf,k,D0CCZ6,?
6ytf,n,D0CD19,?
6ytf,o,D0CD10,?
6ytf,t,D0CD01,?
6ytg,A,P49759,2.7.12.1
6yti,A,P49759,2.7.12.1
6ytj,AAA,P73020,6.6.1.1
6ytj,BBB,P73020,6.6.1.1
6ytk,A,Q5JW98,?
6ytk,B,Q5JW98,?
6ytk,C,Q5JW98,?
6ytk,D,Q5JW98,?
6ytk,E,Q5JW98,?
6ytk,F,Q5JW98,?
6ytk,G,Q5JW98,?
6ytk,H,Q5JW98,?
6ytk,I,Q5JW98,?
6ytk,J,Q5JW98,?
6ytk,K,Q5JW98,?
6ytk,L,Q5JW98,?
6ytk,M,Q5JW98,?
6ytk,N,Q5JW98,?
6ytk,O,Q5JW98,?
6ytk,P,Q5JW98,?
6ytk,Q,Q5JW98,?
6ytk,R,Q5JW98,?
6ytk,S,Q5JW98,?
6ytk,T,Q5JW98,?
6ytl,A,Q5JW98,?
6ytl,B,Q5JW98,?
6ytl,C,Q5JW98,?
6ytl,D,Q5JW98,?
6ytl,E,Q5JW98,?
6ytl,F,Q5JW98,?
6ytl,G,Q5JW98,?
6ytl,H,Q5JW98,?
6ytl,I,Q5JW98,?
6ytl,J,Q5JW98,?
6ytl,K,Q5JW98,?
6ytl,L,Q5JW98,?
6ytl,M,Q5JW98,?
6ytl,N,Q5JW98,?
6ytl,O,Q5JW98,?
6ytl,P,Q5JW98,?
6ytl,Q,Q5JW98,?
6ytl,R,Q5JW98,?
6ytl,S,Q5JW98,?
6ytl,T,Q5JW98,?
6ytl,U,Q5JW98,?
6ytl,V,Q5JW98,?
6ytm,A,P25440,?
6ytm,B,P25440,?
6ytn,AAA,P73020,6.6.1.1
6ytn,BBB,P73020,6.6.1.1
6yto,A,Q5JW98,?
6yto,B,Q5JW98,?
6yto,C,Q5JW98,?
6yto,D,Q5JW98,?
6yto,E,Q5JW98,?
6yto,F,Q5JW98,?
6yto,G,Q5JW98,?
6yto,H,Q5JW98,?
6yto,I,Q5JW98,?
6yto,J,Q5JW98,?
6yto,K,Q5JW98,?
6yto,L,Q5JW98,?
6yto,M,Q5JW98,?
6yto,N,Q5JW98,?
6yto,O,Q5JW98,?
6yto,P,Q5JW98,?
6yto,Q,Q5JW98,?
6yto,R,Q5JW98,?
6yto,S,Q5JW98,?
6yto,T,Q5JW98,?
6ytp,AAA,P04062,2.4.1.-
6ytp,AAA,P04062,3.2.1.-
6ytp,AAA,P04062,3.2.1.45
6ytp,AAA,P04062,3.2.1.46
6ytp,BBB,P04062,2.4.1.-
6ytp,BBB,P04062,3.2.1.-
6ytp,BBB,P04062,3.2.1.45
6ytp,BBB,P04062,3.2.1.46
6ytq,A,Q5JW98,?
6ytq,B,Q5JW98,?
6ytq,C,Q5JW98,?
6ytq,D,Q5JW98,?
6ytq,E,Q5JW98,?
6ytq,F,Q5JW98,?
6ytq,G,Q5JW98,?
6ytq,H,Q5JW98,?
6ytq,I,Q5JW98,?
6ytq,J,Q5JW98,?
6ytq,K,Q5JW98,?
6ytq,L,Q5JW98,?
6ytq,M,Q5JW98,?
6ytq,N,Q5JW98,?
6ytq,O,Q5JW98,?
6ytq,P,Q5JW98,?
6ytq,Q,Q5JW98,?
6ytq,R,Q5JW98,?
6ytq,S,Q5JW98,?
6ytq,T,Q5JW98,?
6ytq,U,Q5JW98,?
6ytq,V,Q5JW98,?
6ytr,AAA,P04062,2.4.1.-
6ytr,AAA,P04062,3.2.1.-
6ytr,AAA,P04062,3.2.1.45
6ytr,AAA,P04062,3.2.1.46
6ytr,BBB,P04062,2.4.1.-
6ytr,BBB,P04062,3.2.1.-
6ytr,BBB,P04062,3.2.1.45
6ytr,BBB,P04062,3.2.1.46
6yts,A,Q9LRE3,3.2.2.22
6ytt,A,U5RWA4,2.3.1.169
6ytt,B,U5RSY1,1.2.99.2
6ytt,B,U5RTE2,1.2.99.2
6ytt,C,U5RSY1,1.2.99.2
6ytt,C,U5RTE2,1.2.99.2
6ytt,D,U5RWA4,2.3.1.169
6ytu,A,Q7LC44,?
6ytu,B,Q7LC44,?
6ytv,A,Q5R3K3,?
6ytv,B,Q5R3K3,?
6ytv,C,Q5R3K3,?
6ytv,D,Q5R3K3,?
6ytv,E,Q5R3K3,?
6ytv,F,Q5R3K3,?
6ytv,G,Q5R3K3,?
6ytv,H,Q5R3K3,?
6ytv,I,Q5R3K3,?
6ytv,J,Q5R3K3,?
6ytw,A,P49761,2.7.12.1
6ytw,B,P49761,2.7.12.1
6ytx,A,Q5R3K3,?
6ytx,B,Q5R3K3,?
6ytx,C,Q5R3K3,?
6ytx,D,Q5R3K3,?
6ytx,E,Q5R3K3,?
6ytx,F,Q5R3K3,?
6ytx,G,Q5R3K3,?
6ytx,H,Q5R3K3,?
6ytx,I,Q5R3K3,?
6ytx,J,Q5R3K3,?
6ytx,K,Q5R3K3,?
6yty,A,P49761,2.7.12.1
6yu1,a,P49761,2.7.12.1
6yu1,c,P49761,2.7.12.1
6yu2,A,Q9KDT3,?
6yu2,B,Q9KDT3,?
6yu3,A,Q9KDT3,?
6yu4,A,Q9KDT3,?
6yu5,A,Q9KDT3,?
6yu5,B,Q9KDT3,?
